year,reporting_org_ref,value_usd
2017,BE-BCE_KBO-0432503697,1322629.28783398
2017,KE-RCO-201036685,101088.087622748
2020,GB-CHC-1117377,47396.023829229
2019,GB-CHC-1117377,35071.0618952058
2020,CA-CRA_ACR-101182509,2088702.60710587
2019,CA-CRA_ACR-101182509,4092225.43596602
2018,CA-CRA_ACR-101182509,510249.588540681
2020,GB-GOV-3,11329989.8944041
2019,GB-GOV-3,30915604.8630964
2018,GB-GOV-3,24429467.9286704
2017,GB-GOV-3,22854499.5312772
2016,GB-GOV-3,17577819.9828613
2015,GB-GOV-3,18057194.3750231
2014,GB-GOV-3,17090056.7466823
2013,GB-GOV-3,12430102.1627249
2012,GB-GOV-3,9907357.27362681
2011,GB-GOV-3,7375582.89519149
2020,NL-KVK-41160229,5719612.00571284
2019,NL-KVK-41160229,12446400.4973559
2018,NL-KVK-41160229,10599667.6869929
2017,NL-KVK-41160229,14158340.5073673
2019,DK-CVR-29439915,264390624.819341
2018,DK-CVR-29439915,293018993.203704
2017,DK-CVR-29439915,321464606088.619
2020,NL-KVK-41215393,2820952.23721522
2019,NL-KVK-41215393,16949473.6323951
2018,NL-KVK-41215393,70802629275.3571
2017,NL-KVK-41215393,4057031417956.02
2016,NL-KVK-41215393,9859075.9960488
2015,NL-KVK-41215393,3885709.52309907
2014,NL-KVK-41215393,1759425.79316452
2013,NL-KVK-41215393,19690.9664707826
2020,NI-MIGOB-3602,5450526.25065792
2019,NI-MIGOB-3602,1591546.06870648
2018,NI-MIGOB-3602,6822180.1891539
2017,NI-MIGOB-3602,4132614.1508063
2016,NI-MIGOB-3602,6687153.8487943
2015,NI-MIGOB-3602,2857079.50051405
2020,GB-CHC-1148404,581056.478764019
2019,GB-CHC-1148404,537105.235112462
2018,GB-CHC-1148404,990489.564178805
2017,GB-CHC-1148404,383840.346874313
2016,GB-CHC-1148404,40284.1013652581
2015,GB-CHC-1098752,49965.3152911986
2014,GB-CHC-1098752,82354.6864386376
2013,GB-CHC-1098752,159905.211309361
2012,GB-CHC-1098752,180042.922377629
2019,BE-BCE_KBO-0432624255,3737409.4371019
2018,BE-BCE_KBO-0432624255,3874275.46339841
2017,BE-BCE_KBO-0432624255,3436285.74117646
2020,US-EIN-58-2368165,289312.495848077
2019,US-EIN-58-2368165,279095
2018,US-EIN-58-2368165,1095319
2017,US-EIN-58-2368165,387847
2019,NL-KVK-27251823,2410556.08930591
2018,NL-KVK-27251823,76026.827798662
2017,NL-KVK-27251823,82508.2800657225
2017,GB-COH-NI011322,20539.2495771895
2016,GB-COH-NI011322,47578.8106120669
2015,GB-COH-NI011322,53152.4047578244
2014,GB-COH-NI011322,52563.12495596
2019,NL-KVK-34219433,2179004.28827411
2018,NL-KVK-34219433,1406805.008792
2017,NL-KVK-34219433,944861.075665849
2019,GB-CHC-1126550,1141537.40776413
2018,GB-CHC-1126550,1527943.99660375
2017,GB-CHC-1126550,802597.418029849
2019,PH-SEC-FN200806591,75481.6591012212
2018,PH-SEC-FN200806591,206560.501838898
2017,PH-SEC-FN200806591,282782.849507234
2020,GB-CHC-802353,1132281.26467083
2019,GB-CHC-802353,1333029.42588147
2018,GB-CHC-802353,1528916.45547418
2017,GB-CHC-802353,1255586.62357104
2020,MW-MRA-20120896,4906064.60207297
2019,MW-MRA-20120896,8322452985.42268
2018,MW-MRA-20120896,32646.6196154224
2020,DE-1,20451004324.261
2019,DE-1,5995370285.12001
2018,DE-1,4274508557.10103
2017,DE-1,3503402391.59645
2016,DE-1,4429392166.53182
2015,DE-1,3077008599.27728
2014,DE-1,2043915399.56115
2013,DE-1,2001399708.80905
2012,DE-1,1989460327.46655
2011,DE-1,1357540012.48587
2010,DE-1,1077004823.55379
2009,DE-1,669907214.702886
2008,DE-1,555877556.36582
2007,DE-1,385792898.108844
2006,DE-1,229617164.511888
2005,DE-1,107356639.386678
2004,DE-1,159480336.082505
2003,DE-1,81984365.2085474
2002,DE-1,48857414.0040871
2001,DE-1,35281872.2684625
2000,DE-1,43289.0781508121
1999,DE-1,25520685.0946413
1998,DE-1,7036145.4395175
1997,DE-1,28807429.7024389
1991,DE-1,3017757.07152382
1990,DE-1,6322259.67876762
2019,GB-COH-07157505,129237.519540308
2018,GB-COH-07157505,622374.425694173
2017,GB-COH-07157505,637130.867974745
2016,GB-COH-07157505,182696.810749131
2015,GB-COH-07157505,3742.42061915078
2020,IT-CF-00677540288,185537.483115616
2019,IT-CF-00677540288,633361.48425231
2018,IT-CF-00677540288,41057.3782060636
2018,US-EIN-521291786,529309.616460056
2017,US-EIN-521291786,546981.862350171
2016,US-EIN-521291786,550992.472858275
2019,KE-RCO-C110031,616056953.949229
2018,KE-RCO-C110031,304496847.722157
2018,GB-COH-00986729,337670.060245683
2017,GB-COH-00986729,133199.238356456
2016,GB-COH-00986729,107363.900557635
2015,GB-COH-00986729,427870.216131294
2013,GB-COH-00986729,256158.172373904
2017,NL-KVK-34106722,736151.548015502
2016,NL-KVK-34106722,1534651.6253047
2020,GB-CHC-1081247,370933.315920601
2019,GB-CHC-1081247,324356.624108955
2018,GB-CHC-1081247,135205.156520047
2016,GB-CHC-1081247,5849598480111.91
2015,GB-CHC-1081247,5516796682245.78
2020,UG-RSB-73316,215220.407862664
2019,UG-RSB-73316,427388.11540769
2018,UG-RSB-73316,282169.557081461
2017,UG-RSB-73316,2517949.41213575
2016,UG-RSB-73316,560146.657846071
2020,US-EIN-131-804-349,38115130.5371385
2019,US-EIN-131-804-349,34922874.2366401
2018,US-EIN-131-804-349,1790646.57968305
2020,GB-CHC-1148143,38942.3257996827
2019,GB-CHC-1148143,47737.9470658806
2018,GB-CHC-1148143,50631.4940597093
2017,GB-CHC-1148143,115586.847371117
2016,GB-CHC-1148143,83486.3166528616
2020,47122,271126182.81
2019,47122,1741554982.12
2018,47122,1343011154.3548
2017,47122,1296525270.2445
2016,47122,1253002998.609
2015,47122,1543357581.0097
2014,47122,1297331616.5
2013,47122,1370021641.94
2012,47122,952435241.79
2011,47122,680449329.85
2010,47122,584407869.56
2009,47122,335323247.3
2008,47122,594709131.75
2007,47122,387673539.12
2006,47122,194048206.54
2005,47122,206122588.78
2004,47122,136146453.53
2003,47122,158385006.41
2002,47122,94246388.89
2001,47122,114286839.55
2000,47122,1987500
2020,GB-CHC-208728,271059.843305678
2019,GB-CHC-208728,5990981.93125124
2018,GB-CHC-208728,3815910.30376694
2016,GB-CHC-208728,1329341.74125949
2020,NL-KVK-41149486,3752697.64560951
2019,NL-KVK-41149486,5785965.66222332
2018,NL-KVK-41149486,2863872.8228389
2017,NL-KVK-41149486,7954291.91008677
2016,NL-KVK-41149486,5640821.44087123
2015,NL-KVK-41149486,5502090.13636267
2014,NL-KVK-41149486,745566.415898969
2020,GB-COH-03846881,5471.94845650373
2019,GB-COH-03846881,176502.769399032
2018,GB-COH-03846881,594979.712820818
2020,GB-COH-871954,10482589.4972206
2019,GB-COH-871954,20991270.1696279
2018,GB-COH-871954,9266098.45994705
2017,GB-COH-871954,13357645.0261428
2016,GB-COH-871954,11914741.5384283
2015,GB-COH-871954,6861858.04816865
2020,US-EIN-23-7069110,20928832.95
2019,US-EIN-23-7069110,35784903.3
2018,US-EIN-23-7069110,40617296.5
2017,US-EIN-23-7069110,18959922.3
2020,XM-DAC-21016,1414576762.39873
2019,XM-DAC-21016,1979955334.74886
2018,XM-DAC-21016,1889890643.27043
2017,XM-DAC-21016,1823370968.507
2016,US-EIN-13-4128413,54033661
2015,US-EIN-13-4128413,57842666
2020,GH-DSW-3064,67898.5660292909
2019,GH-DSW-3064,645506.649290933
2018,GH-DSW-3064,805769.857167905
2017,GH-DSW-3064,589551.01001674
2016,GH-DSW-3064,307500.514212149
2019,BE-BCE_KBO-0416934803,123660.448748775
2018,BE-BCE_KBO-0416934803,115120.740825807
2017,BE-BCE_KBO-0416934803,124900.554350704
2014,GB-GOV-21,613310.157310628
2013,GB-GOV-21,8536372.01141784
2012,GB-GOV-21,4589813.47710679
2017,GB-CHC-1108718,280728.438487019
2020,XM-DAC-41301,582293417.54
2019,XM-DAC-41301,1012972624.48
2018,XM-DAC-41301,983731894.139996
2017,XM-DAC-41301,931447883.51
2016,XM-DAC-41301,3270737300.31
2020,UG-NGB-5914-7209,301478.804686054
2019,UG-NGB-5914-7209,1727926.70643968
2018,UG-NGB-5914-7209,1228764.29264982
2017,UG-NGB-5914-7209,720004.108175038
2021,NL-KVK-27108436,1397184.55054002
2020,NL-KVK-27108436,112455486.85721
2019,NL-KVK-27108436,122254318.245881
2018,NL-KVK-27108436,116407112.310602
2017,NL-KVK-27108436,122757442.085887
2016,NL-KVK-27108436,80376412.7326644
2015,NL-KVK-27108436,121841009.858082
2014,NL-KVK-27108436,80625405.6668182
2013,NL-KVK-27108436,67156077.8503776
2012,NL-KVK-27108436,52393888.5960981
2011,NL-KVK-27108436,15361607.6034148
2010,NL-KVK-27108436,16268932.6075423
2020,CN-SAIC-9111010506489375XP,2340.94051615133
2017,GB-CHC-1158206,46185.362766367
2016,GB-CHC-1158206,36407.7996805065
2015,GB-CHC-1158206,16038.0573951314
2019,BE-BCE_KBO-0419872616,398982.296573438
2018,BE-BCE_KBO-0419872616,364024.124534246
2017,BE-BCE_KBO-0419872616,186847.759848811
2019,GB-CHC-1101217,3914.93603846878
2018,GB-CHC-1101217,36689.1738111912
2017,GB-CHC-1101217,65461.4904177328
2016,GB-CHC-1101217,78181.5807002236
2015,GB-CHC-1101217,3327.62860511847
2019,NL-KVK-58279199,1452593.60541391
2018,NL-KVK-58279199,1634128.04652749
2017,NL-KVK-58279199,1286114.06422779
2020,XM-DAC-41123,176512126
2019,XM-DAC-41123,190258666.969999
2018,XM-DAC-41123,189664090.51
2017,XM-DAC-41123,205786085.75
2016,XM-DAC-41123,179052902.23
2015,XM-DAC-41123,177484825.33
2014,XM-DAC-41123,173216157.35
2013,XM-DAC-41123,184052540.06
2019,BE-BCE_KBO-0418766123,26988791.8763665
2018,BE-BCE_KBO-0418766123,26093440.3206033
2017,BE-BCE_KBO-0418766123,23485866.1591429
2020,GB-COH-03147724,198564.817087999
2020,NL-KVK-41151952,2136443.395493
2019,NL-KVK-41151952,5452347.27778151
2018,NL-KVK-41151952,4729720.90119739
2017,NL-KVK-41151952,6644068.64202193
2016,NL-KVK-41151952,4340538.59416928
2019,BE-BCE_KBO-0423616717,7503653.50763859
2018,BE-BCE_KBO-0423616717,6303608.34481244
2017,BE-BCE_KBO-0423616717,6333423.67449671
2020,GB-CHC-1107403,3401577.7467767
2019,GB-CHC-1107403,3353870.11206445
2018,GB-CHC-1107403,3717086.3682629
2017,GB-CHC-1107403,3036844.81378912
2016,GB-CHC-1107403,1265419.38525067
2020,GB-CH-3578127-LACA ,99426.9304083314
2019,GB-CH-3578127-LACA ,27344.1526360799
2020,NL-KVK-32108345,497332.174641333
2019,NL-KVK-32108345,775870.191040476
2018,NL-KVK-32108345,1001593.365566
2017,NL-KVK-32108345,1354230.98413061
2016,NL-KVK-32108345,673879.444979886
2019,CH-FDJP-CHE100871337,115600.965275069
2018,CH-FDJP-CHE100871337,91603.1734619395
2020,NL-KVK-41152786,301143052477.578
2019,NL-KVK-41152786,1279878751849.75
2018,NL-KVK-41152786,2143836855836.96
2017,NL-KVK-41152786,2667320615603.54
2016,NL-KVK-41152786,20890520.6658698
2018,GB-CHC-1071886,150159.133442268
2017,GB-CHC-1071886,285559.098257834
2016,GB-CHC-1071886,133453.239845593
2015,GB-CHC-1071886,193976.358156654
2014,GB-CHC-1071886,111475.396278919
2013,GB-CHC-1071886,74353.1185403729
2012,GB-CHC-1071886,58335.0373978834
2019,BE-BCE_KBO-0430826290,659601.886139646
2018,BE-BCE_KBO-0430826290,631291.015890272
2017,BE-BCE_KBO-0430826290,654654.662426494
2017,LR-MPEA-NGO-AC-0298,126854.49
2020,BE-BCE_KBO-0409451054,36274.8519834401
2019,BE-BCE_KBO-0409451054,348435.666120926
2018,BE-BCE_KBO-0409451054,284742.156164938
2017,BE-BCE_KBO-0409451054,458010.318635743
2020,CH-FDJP-109458452,1027066.42000147
2019,CH-FDJP-109458452,3989524.06687115
2018,CH-FDJP-109458452,8814214.12319413
2017,CH-FDJP-109458452,2615075.88058469
2020,GB-GOV-15,2042411.29651562
2019,GB-GOV-15,1061695.41920839
2020,NL-KVK-54436222,3090434.03775499
2019,NL-KVK-54436222,5325762.11874434
2018,NL-KVK-54436222,5195871.47082888
2017,NL-KVK-54436222,5066827.32847018
2016,NL-KVK-54436222,700244.546002843
2020,NL-KVK-33185213,541583.330168599
2019,NL-KVK-33185213,584398.112475874
2018,NL-KVK-33185213,667966.74001767
2017,NL-KVK-33185213,470433.251800241
2016,NL-KVK-33185213,458267.717931045
2020,ET-CSA-0976,53392.1712923795
2019,ET-CSA-0976,124579.528641738
2018,ET-CSA-0976,109723.155705786
2020,LK-DRC-GA139,1528202.57713437
2019,LK-DRC-GA139,1743410.66262341
2018,LK-DRC-GA139,1408588.05971502
2017,LK-DRC-GA139,1490124.34597563
2016,LK-DRC-GA139,625.340178830733
2020,GB-CHC-1092236,12257764.603654
2019,GB-CHC-1092236,15666273.4842001
2018,GB-CHC-1092236,12581955.8443731
2017,GB-CHC-1092236,11606134.7822776
2016,GB-CHC-1092236,5327767.16957417
2015,GB-CHC-1092236,630564.352640516
2020,NL-KVK-27186453,1443557.68219496
2018,NL-KVK-41152832,1236598.73871798
2017,NL-KVK-41152832,1012297.70515778
2020,NL-KVK-41150298,4793304.25063778
2019,NL-KVK-41150298,8887183.04270906
2018,NL-KVK-41150298,8211307.78161039
2017,NL-KVK-41150298,10009005.8358988
2016,NL-KVK-41150298,8701513.04331821
2015,NL-KVK-41150298,7468264.38643555
2014,NL-KVK-41150298,5764050.21484573
2013,NL-KVK-41150298,6977959.2456896
2012,NL-KVK-41150298,3554780.03245437
2011,NL-KVK-41150298,1277396.02851898
2019,BE-BCE_KBO-0478060441,651549.416038469
2018,BE-BCE_KBO-0478060441,605005.570451723
2017,BE-BCE_KBO-0478060441,508457.495624189
2016,TN-TIN-102123727,63663.7307613488
2015,TN-TIN-102123727,82188385.5724766
2014,TN-TIN-102123727,99143.7625625366
2013,TN-TIN-102123727,75160.8043329324
2019,US-EIN-31-1812979,188907.970897903
2018,US-EIN-31-1812979,643159.927536134
2017,US-EIN-31-1812979,1190378.04788926
2016,US-EIN-31-1812979,439774.095445827
2015,IE-CHY-6410,127461.933791253
2014,IE-CHY-6410,402402.19122332
2013,IE-CHY-6410,171781.768498299
2020,GB-SC-SC032327,437590.543694777
2019,GB-SC-SC032327,492541.908317586
2018,GB-SC-SC032327,540191.709454288
2017,GB-SC-SC032327,689751.15838004
2016,GB-SC-SC032327,605540.456971824
2015,GB-SC-SC032327,545076.173357085
2014,GB-SC-SC032327,428542.48189768
2013,GB-SC-SC032327,231494.190629288
2012,GB-SC-SC032327,122484.134788958
2015,GB-COH-07669775,413708.980533504
2014,GB-COH-07669775,798943.257096594
2013,GB-COH-07669775,141917.45740763
2019,NL-KVK-41167934,3422959.628006
2018,NL-KVK-41167934,3169110.14250591
2017,NL-KVK-41167934,3218637.73202581
2016,NL-KVK-41167934,4991163.48138684
2020,GB-CHC-1089110,422111.956285988
2019,GB-CHC-1089110,525214.50813844
2018,GB-CHC-1089110,129804.169362694
2020,NL-KVK-53744993,3111464.31933438
2019,NL-KVK-53744993,4526637.84157113
2020,BD-NAB-0210,606364.225404291
2019,BD-NAB-0210,4387471689.64053
2018,BD-NAB-0210,4014597512.78899
2017,BD-NAB-0210,3714631076.65231
2016,BD-NAB-0210,2447928658.88113
2020,NL-KVK-41202535,5443484.69724875
2019,NL-KVK-41202535,3707838.64662949
2018,NL-KVK-41202535,4065665.51052552
2017,NL-KVK-41202535,2199603.00530445
2016,NL-KVK-41202535,7726748.43317146
2020,XM-DAC-47021,2178616.64973559
2019,XM-DAC-47021,1086751.77718205
2020,GB-CHC-328158,1526927.72845757
2019,GB-CHC-328158,942170.307888473
2018,GB-CHC-328158,1001820.10624712
2017,GB-CHC-328158,681706.668131462
2016,GB-CHC-328158,1192818.93429162
2015,GB-CHC-328158,2354822.5519043
2014,GB-CHC-328158,819230474.473096
2013,GB-CHC-328158,2816833965.73368
2012,GB-CHC-328158,150208.42367457
2017,NL-KVK-62066064,92487.1787923566
2016,NL-KVK-62066064,23662.856103658
2017,ZW-ROD-MA988-87,8947.9
2019,PK-SEC-0105957,83175
2018,PK-SEC-0105957,18296
2017,NL-KVK-41214768,11068.9760179783
2016,NL-KVK-41214768,461378.152751183
2020,GB-LAE-LND,43861.422137622
2019,GB-LAE-LND,229737.059596632
2020,NL-KVK-61172863,13394836821.4616
2019,NL-KVK-61172863,7538456560.5842
2018,NL-KVK-61172863,10679431018.6976
2017,NL-KVK-61172863,53869140
2016,NL-KVK-61172863,21973839.5573143
2015,NL-KVK-61172863,18446723
1999,NL-KVK-61172863,196180
2020,US-EIN-56-1071085,1010285.22843411
2019,US-EIN-56-1071085,6444997.21287653
2018,US-EIN-56-1071085,4430413.24659235
2017,US-EIN-56-1071085,4427590.40719132
2017,GB-CHC-1157009,18830.4920809923
2016,GB-CHC-1157009,41433.6108605619
2015,GB-CHC-1157009,41806.3756800096
2014,GB-CHC-1157009,62377.7347780387
2020,GB-COH-08828458,62764.5565209758
2019,GB-COH-08828458,48812.4188201566
2018,GB-COH-08828458,62510.0527422909
2017,GB-COH-08828458,50496.4117937734
2016,GB-COH-08828458,35827.3564159065
2020,US-EIN-63-0676451,3751539.45365363
2019,US-EIN-63-0676451,26705073.6135825
2018,US-EIN-63-0676451,12825399.8462571
2017,US-EIN-63-0676451,9706562.55455424
2016,US-EIN-63-0676451,8795144.84875281
2020,NL-KVK-27267681,698480.716445953
2019,NL-KVK-27267681,1132693.65295614
2018,NL-KVK-27267681,1242529.96133529
2017,NL-KVK-27267681,1365033.75570295
2016,NL-KVK-27267681,568028.582818012
2019,BE-BCE_KBO-0419189557,283498.165941901
2017,BE-BCE_KBO-0419189557,524466.679611522
2020,GB-CHC-1138287,115784.260068074
2019,GB-CHC-1138287,1085666.94057592
2018,GB-CHC-1138287,1780971.21430887
2017,GB-CHC-1138287,1383453.68454879
2016,GB-CHC-1138287,394635.725707724
2015,GB-CHC-1138287,3082.22826550796
2014,GB-CHC-1138287,52961.5456196418
2013,GB-CHC-1138287,165874.875493066
2012,GB-CHC-1138287,64264.6522353528
2019,US-EIN-13-2890727,3836315.21
2018,US-EIN-13-2890727,5058319.31
2017,US-EIN-13-2890727,5900083.13
2020,GB-CHC-1079358,31562.9399949436
2019,GB-CHC-1079358,116353.371079243
2018,GB-CHC-1079358,79952.8882627678
2017,GB-CHC-1079358,83937.0407269457
2016,GB-CHC-1079358,156127.772505066
2015,GB-CHC-1079358,404475.658603473
2014,GB-CHC-1079358,451744.768278626
2013,GB-CHC-1079358,194272.88422378
2018,GB-CHC-1105277,32260.3311033823
2017,GB-CHC-1105277,35955.3320860439
2016,GB-CHC-1105277,59528.3020596981
2015,GB-CHC-1105277,30678.3144558414
2020,US-EIN-13-3377893,1152552.73057758
2019,US-EIN-13-3377893,1798587.5756552
2018,XM-DAC-43000,18305544
2017,XM-DAC-43000,4040765
2020,NL-KVK-34185938,869945.620702888
2019,NL-KVK-34185938,1362657.75922098
2018,NL-KVK-34185938,938948.305329122
2020,MW-NBM-NGO/L/18/024,12503536962.0971
2019,MW-NBM-NGO/L/18/024,25602565626.2547
2018,MW-NBM-NGO/L/18/024,40066.2038069529
2017,GB-CHC-1150214,19883.2295479816
2016,GB-CHC-1150214,46753.5622333339
2015,GB-CHC-1150214,34129.5332159968
2014,GB-CHC-1150214,13258.0120229008
2015,NL-KVK-20093733,2124322.0666941
2014,NL-KVK-20093733,857132.986390595
2013,NL-KVK-20093733,236244.824405619
2012,NL-KVK-20093733,191518.808562393
2011,NL-KVK-20093733,42383.1072960669
2019,BE-BCE_KBO-0413986102,6572058.47715569
2018,BE-BCE_KBO-0413986102,5570838.68450284
2017,BE-BCE_KBO-0413986102,5822720.60242498
2020,GB-COH-05322719,373808.326409242
2019,GB-COH-05322719,803407.435771688
2018,GB-COH-05322719,1803973.94657971
2017,GB-COH-05322719,1685100.52889923
2016,GB-COH-05322719,1028308.56475809
2015,GB-COH-05322719,626730.217734442
2014,GB-COH-05322719,311503.452319436
2015,GH-DSW-258,28567.8715351911
2014,GH-DSW-258,63530.5810921902
2013,GH-DSW-258,86813.2779931383
2019,BD-NAB-051,14340.29326083
2018,BD-NAB-051,55281.5543165645
2017,BD-NAB-051,113807.224184665
2016,BD-NAB-051,90845.6434719854
2020,NL-KVK-41078390,1501883.66924154
2019,NL-KVK-41078390,3120827.09628407
2018,NL-KVK-41078390,2965739.11337773
2017,NL-KVK-41078390,3281701.6732316
2016,NL-KVK-41078390,2489997.05528132
2020,FR-RCS-40885667200030,371544.714961474
2019,FR-RCS-40885667200030,86328.254584275
2013,GB-CHC-1059996,92099.6853827184
2012,GB-CHC-1059996,115965.568107543
2011,GB-CHC-1059996,22840.7950965765
2017,GB-CHC-1151615,37542.6133053534
2016,GB-CHC-1151615,42732.2270458016
2015,GB-CHC-1151615,40914.473053702
2014,GB-CHC-1151615,16487.3921164122
2013,GB-CHC-1151615,1024.51123298546
2018,US-EIN-32-0060251,400579
2019,IL-RA-580166452,7200
2018,IL-RA-580166452,186800
2020,GB-SC-SC030289,24446223.9022481
2019,GB-SC-SC030289,28565978.8567264
2018,GB-SC-SC030289,35045622.4892666
2017,GB-SC-SC030289,21889122.6667079
2016,GB-SC-SC030289,13714734.61151
2015,GB-SC-SC030289,6890022.4684575
2014,GB-SC-SC030289,1625134.44100103
2013,GB-SC-SC030289,288537.531900088
2012,GB-SC-SC030289,98854.1280298013
2018,NL-KVK-40478591,188846.29297759
2019,IT-CF-97091470589,264566.130838974
2018,GB-CHC-314137,79177.1670298685
2017,GB-CHC-314137,91590.4886932618
2019,GB-CHC-292507,-3291.11447035501
2018,GB-CHC-292507,115483.91521414
2017,GB-CHC-292507,275625.122817674
2016,GB-CHC-292507,120305.168803778
2018,GB-CHC-292508,37288.8193502302
2017,GB-CHC-292508,91836.0342729516
2016,GB-CHC-292508,70453.5418960095
2020,GB-CHC-292509,10613.0205773196
2019,GB-CHC-292509,34797.0711816175
2018,GB-CHC-292509,37240.8402208957
2018,GB-CHC-292510,231075.065822504
2017,GB-CHC-292510,186292.608483642
2020,GB-CHC-292511,89942.8361980609
2019,GB-CHC-292511,106377.425024481
2018,GB-CHC-292511,90773.308602546
2019,GB-CHC-292512,23630.5774178138
2018,GB-CHC-292512,22965.6830102592
2020,GB-CHC-292513,280801.316122565
2019,GB-CHC-292513,379470.341990799
2020,GB-CHC-292515,306837
2019,GB-CHC-292515,714000
2019,GB-CHC-292516,6050.2697807645
2019,GB-CHC-292517,58767.1048734548
2019,GB-CHC-292518,779848.994965319
2020,GB-CHC-292521,462444.714917779
2019,GB-CHC-292521,228932.595049832
2020,GB-CHC-292522,408390.07
2019,GB-CHC-292522,382691
2020,GB-CHC-292523,618824.153049504
2019,GB-CHC-292523,188986.490372211
2018,NP-SWC-1844,20597.47
2019,NL-KVK-41197411,83794.356517263
2018,NL-KVK-41197411,212106.752925646
2017,NL-KVK-41197411,280341.741812133
2016,NL-KVK-41197411,231649.678413304
2020,GB-COH-01650169,968502.017799448
2019,GB-COH-01650169,479466.460421937
2015,GB-COH-01245534,487528.674692873
2013,ZA-NPO-013484,6939607.83412953
2012,ZA-NPO-013484,8763325.66286278
2020,US-EIN-95-3202116,1129284175.06
2019,US-EIN-95-3202116,1738899330
2018,US-EIN-95-3202116,1531497959
2017,US-EIN-95-3202116,1540238156
2019,GB-CHC-1118528,131756372.484813
2019,BE-BCE_KBO-0420656336,5466141.43336862
2018,BE-BCE_KBO-0420656336,5668159.72272382
2017,BE-BCE_KBO-0420656336,6147299.96736237
2017,NP-SWC-13712,31368.5953128349
2016,SL-NRA-1001562-8 ,29182.2829626001
2015,SL-NRA-1001562-8 ,165312.106456082
2014,SL-NRA-1001562-8 ,181932.348680857
2013,SL-NRA-1001562-8 ,181515.328917218
2019,BE-BCE_KBO-0432622077,195849.747768076
2018,BE-BCE_KBO-0432622077,171731.462884816
2017,BE-BCE_KBO-0432622077,146471.77481454
2013,KE-NGC-3372,65367.3120549855
2019,US-EIN-042312909,50124
2020,CA_ON-ONT-1597880,4761117.77791779
2019,CA_ON-ONT-1597880,6815417.64599099
2018,CA_ON-ONT-1597880,4357237.98552864
2017,CA_ON-ONT-1597880,300566.864671147
2019,IT-RI-97241280151,798452.607563542
2018,IT-RI-97241280151,837940.253142202
2020,US-EIN-134166228,1383459.17031068
2019,US-EIN-134166228,1601193.6026684
2018,US-EIN-134166228,56515.656277995
2017,US-EIN-134166228,735490.062639666
2020,GB-COH-06735120,38601.2819790197
2019,GB-COH-06735120,63422.5667233441
2018,GB-COH-06735120,56784.5085906481
2019,NG-CAC-54522,12304818664.1267
2018,NG-CAC-54522,19051695329.7639
2020,XM-DAC-41146,260292472
2019,XM-DAC-41146,310844239
2020,GB-COH-SC349355,72745.651850653
2019,GB-COH-SC349355,92336.7256399951
2018,GB-COH-SC349355,53099.3083996505
2017,GB-COH-SC349355,74383.5188408142
2016,GB-COH-SC349355,75908.3454071987
2020,US-EIN-941655673,165579756
2019,US-EIN-941655673,137662151
2018,US-EIN-941655673,213203216
2017,US-EIN-941655673,199746998
2016,US-EIN-941655673,190829420
2015,US-EIN-941655673,166005895
2014,US-EIN-941655673,141875389
2013,US-EIN-941655673,109451540
2012,US-EIN-941655673,115889139
2011,US-EIN-941655673,116574775
2010,US-EIN-941655673,127428017
2009,US-EIN-941655673,121263039
2008,US-EIN-941655673,129182496
2007,US-EIN-941655673,132162868
2006,US-EIN-941655673,64367721
2011,GB-CHC-1125948,43319.8766926682
2020,NL-KVK-41198890,17238854.4846396
2019,NL-KVK-41198890,31777586.8771398
2018,NL-KVK-41198890,24093374.3438667
2017,NL-KVK-41198890,19714454.6389413
2016,NL-KVK-41198890,18312903.6918899
2015,NL-KVK-41198890,2487400.6901005
2014,NL-KVK-41198890,694820.0294168
2013,NL-KVK-41198890,5361.64385625755
2012,NL-KVK-41198890,90739.5777417723
2020,GB-COH-02651349,168637.609278716
2019,GB-COH-02651349,3659516.6701685
2018,GB-COH-02651349,495340.103687842
2017,GB-COH-02651349,473667.546891672
2014,GB-COH-02651349,330.28
2020,NO-BRC-917687811,455472939
2019,NO-BRC-917687811,120900000
2018,NO-BRC-917687811,52600000
2017,NO-BRC-917687811,2720000
2016,NL-KVK-56083459,11986.2892081081
2019,US-EIN-13-1740011,383505.568353986
2017,US-EIN-06-1608361,10000
2020,NL-KVK-41217404,993779.43464327
2019,NL-KVK-41217404,1164913.58160967
2018,NL-KVK-41217404,1014657.79307942
2017,NL-KVK-41217404,1237644.34652219
2016,NL-KVK-41217404,672614.811945402
2015,NL-KVK-41217404,288385.610444381
2020,NL-KVK-27102631,450505.179209792
2019,NL-KVK-27102631,1808864.31539522
2018,NL-KVK-27102631,3492140.5375526
2017,NL-KVK-27102631,4215236.97263585
2017,BD-NAB-682,0
2014,GB-CHC-295224,62142.0340869054
2017,LB-MOI-18291,32641.9675179773
2019,BE-BCE_KBO-0449400604,883484.024088905
2018,BE-BCE_KBO-0449400604,782914.605909178
2017,BE-BCE_KBO-0449400604,580924.691350505
2020,YE-MSAL-18-2013,342722.86
2019,YE-MSAL-18-2013,252762.1
2018,GB-CHC-1145721,20496.0192761608
2020,NL-KVK-41077447,4201680.7296507
2019,NL-KVK-41077447,0
2018,NL-KVK-41077447,191718.090539768
2020,GB-COH-1102208,1066254844554.14
2019,GB-COH-1102208,2925558562256.87
2018,GB-COH-1102208,1251913902253.6
